列標籤,2025/12/1,2025/12/2,2025/12/3,2025/12/4,2025/12/5,2025/12/6,2025/12/7,2025/12/8,2025/12/9,2025/12/10,2025/12/11,2025/12/12,2025/12/13,2025/12/14,2025/12/15,2025/12/16,2025/12/17,2025/12/18,2025/12/19,2025/12/20,2025/12/21,2025/12/22,2025/12/23,2025/12/24,2025/12/25,2025/12/26,2025/12/27,2025/12/28,2025/12/29,2025/12/30,2025/12/31,2026/1/1,2026/1/2,2026/1/3,2026/1/4,2026/1/5,(空白),總計,用量占比(100%)
005MIY01,284,266,162,258,342,82,19,133,210,269,177,126,461,13,242,220,270,198,179,261,8,157,223,566,109,254,268,5,176,244,393,66,205,278,57,198,0,7379,0.632519147
005MOC01,0,0,0,0,3,0,0,1,2,2,16,1,7,0,3,9,2,22,0,0,0,2,0,4,0,2,4,0,1,1,2,0,1,2,0,1,0,88,0.007543256
005MOD13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.57188E-05
005MOM02,5,2,0,3,3,5,2,3,3,2,2,0,0,2,2,0,1,3,1,1,0,2,1,1,4,1,2,0,2,2,4,1,4,1,2,0,0,67,0.005743161
005MON04,0,0,4,0,8,2,3,1,0,4,0,0,0,0,1,0,0,1,2,1,0,0,2,3,2,4,2,0,0,0,0,3,3,1,0,4,0,51,0.00437166
005MOP01,345,319,208,198,438,156,21,352,314,405,515,319,454,19,292,285,206,279,236,559,27,318,350,646,166,395,383,74,242,281,375,112,170,382,163,233,0,10237,0.877503525
005MOR07,0,108,0,0,0,0,0,0,0,0,96,84,28,0,0,0,0,0,0,8,0,0,0,50,0,0,0,0,0,0,0,10,0,147,0,0,0,531,0.045516692
005MOS04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8.57188E-05
005MOU01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.000600032
005MOU02,1,1,6,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,3,10,0,0,0,35,0.003000159
005MVA01,7,8,0,2,22,0,0,7,0,0,7,0,0,0,3,6,5,15,3,0,3,9,9,8,0,19,0,0,3,0,9,0,7,0,0,0,0,152,0.01302926
005MYC04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0.000171438
005MYC08,10,16,4,11,27,0,0,18,14,14,12,16,24,4,14,14,10,14,12,20,0,16,15,40,0,17,34,0,17,17,22,0,13,19,0,7,0,471,0.040373563
005MYF03,15,17,0,4,14,0,8,2,0,2,2,2,2,10,14,12,16,14,16,36,4,24,16,34,0,16,28,0,4,4,14,0,12,28,0,18,0,388,0.033258901
005NAP01,2,0,3,4,8,8,22,3,13,9,28,2,7,0,1,7,7,6,7,9,1,3,20,13,1,4,10,0,3,48,25,4,7,9,1,6,0,301,0.025801364
005NAV06,14,32,6,19,10,0,0,0,0,0,12,0,0,0,0,2,13,0,9,0,0,1,0,0,0,0,0,0,0,25,1,12,0,9,0,0,0,165,0.014143605
005NED01,8,18,25,6,17,7,0,10,6,5,8,8,14,2,53,67,25,60,4,9,1,3,7,42,199,5,13,0,10,12,19,0,3,18,2,5,0,691,0.059231702
005NER06,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,323,0.027687178
005NEU01,57,9,0,9,20,4,63,19,57,186,6,6,37,0,11,61,13,4,21,10,2,10,6,16,5,37,50,22,245,3,17,0,9,18,2,17,0,1052,0.090176195
005NEU09,111,69,74,18,117,0,0,53,87,97,60,60,61,28,18,33,17,82,68,198,72,48,145,32,21,62,42,0,18,62,51,3,30,210,1,27,0,2075,0.177866544
005NEU12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,1,2,0,2,4,0,2,0,19,0.001628658
005NEV02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.57188E-05
005NEW01,4,25,0,2,2,0,0,5,1,1,1,1,9,1,1,0,10,3,3,6,0,5,4,10,2,3,14,0,5,5,12,0,6,15,0,8,0,164,0.014057886
005NEX01,124,175,59,192,172,80,93,148,183,137,246,308,246,96,107,184,147,185,179,229,70,189,157,221,140,195,285,57,134,266,294,97,136,280,35,101,0,5947,0.509769802
005NGE01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,16,0.001371501
005NIF06,12,17,44,19,33,3,0,1,6,22,19,107,28,2,7,63,33,8,61,30,21,10,16,19,28,5,10,0,11,30,23,1,75,58,0,19,0,841,0.072089525
005NIL01,32,77,41,78,107,61,6,19,72,33,65,115,105,40,29,97,65,74,51,36,75,74,22,44,90,39,50,96,85,40,138,43,113,132,69,49,0,2362,0.202467845
005NIM02,36,72,0,36,108,0,0,31,20,30,26,28,60,0,22,30,42,12,20,24,0,12,12,16,0,21,61,0,20,19,40,0,8,16,0,8,0,830,0.071146618
005NIN06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,8.57188E-05
005NIT02,0,0,0,25,0,25,0,25,50,0,25,25,75,0,0,50,25,0,0,25,0,25,25,50,25,50,25,0,25,0,0,0,0,0,0,25,0,600,0.05143129
005NOG01,20,16,9,14,57,6,2,31,32,9,20,27,36,4,13,24,20,17,17,42,9,17,19,37,1,34,31,4,19,30,33,20,27,31,5,46,0,779,0.066774958
005NOK01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,13,0.001114345
005NOO05,0,0,0,0,9,3,11,13,7,3,6,7,14,0,5,2,1,0,0,0,0,0,0,14,0,11,17,0,2,1,10,0,5,4,1,4,0,150,0.012857822
005NOR07,285,424,180,266,559,132,131,334,311,299,202,411,405,61,294,340,275,253,314,412,216,202,352,516,111,228,459,98,297,414,409,157,293,463,77,322,0,10502,0.900219012
005NOR12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.000428594
005NOT02,1,2,0,1,3,0,0,1,1,1,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0.001885814
005NOV02,106,270,121,199,377,332,183,164,346,226,469,406,328,92,168,207,187,373,242,252,230,228,238,202,194,139,187,217,356,271,238,143,247,357,198,165,0,8658,0.742153514
005NOV10,19,19,11,16,5,12,22,30,10,28,21,8,29,26,18,9,12,17,18,21,28,15,24,18,11,18,21,18,9,30,20,13,12,17,20,27,0,652,0.055888668
005NUR01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,0,0,0,0,0,0,0,0,10,0.000857188
005NYS03,8,52,67,24,32,10,30,23,30,9,24,19,28,5,5,15,21,14,5,0,14,44,24,23,60,6,21,15,25,30,15,5,0,19,5,8,0,735,0.06300333
005OFE01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,4,0,2,57,7,0,2,4,0,0,0,87,0.007457537
005OFL02,1,0,1,1,0,0,0,2,2,0,0,1,0,0,1,2,0,0,1,0,2,3,1,2,2,0,0,0,0,2,1,0,0,0,4,0,0,29,0.002485846
005OKE01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0.000171438
005OKM01,14,4,5,6,14,6,1,9,7,11,10,10,9,0,6,5,5,6,9,8,0,15,0,8,0,8,10,2,8,8,9,0,14,4,2,5,0,238,0.020401078
005OLM02,7,8,0,5,14,7,1,7,8,4,7,7,22,1,0,16,15,16,6,11,4,6,5,15,9,6,15,0,5,18,4,14,2,5,3,7,0,280,0.024001269
005OLM03,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0.000342875
005OLS01,2,7,13,10,9,2,0,7,13,13,2,3,16,0,4,8,7,2,1,9,2,10,0,14,6,3,11,8,2,20,30,0,3,10,0,6,0,253,0.021686861
005OMA01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,2,4,0,0,0,18,0.001542939
005OMN02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.001714376
005ONC02,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.57188E-05
005ONG03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
005ONS01,1,1,0,3,1,1,0,1,4,0,0,0,0,0,0,2,0,2,1,2,2,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,26,0.002228689
005OPS01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
005OPT04,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.001714376
005ORA06,4,6,8,4,6,3,12,6,4,2,8,2,9,3,7,4,8,6,7,5,12,8,10,8,3,11,2,5,9,4,9,6,4,8,1,4,0,218,0.018686702
005OSE02,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.57188E-05
005OXY07,28,28,32,28,84,48,0,0,63,30,0,56,36,8,0,40,14,0,14,76,0,0,28,20,72,0,14,0,20,56,14,0,0,56,0,0,0,865,0.074146776
005OXY08,280,138,64,40,112,20,0,0,70,60,240,228,0,84,0,144,0,54,340,162,40,100,56,40,72,180,42,0,0,112,16,0,78,84,84,60,0,3000,0.25715645
005OXY09,42,0,0,0,56,0,0,0,74,0,82,80,138,42,0,0,0,0,114,0,0,0,0,0,0,20,0,0,0,40,0,20,28,42,42,40,0,860,0.073718182
005OZE01,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.000257156
005PAC01,5,13,7,2,17,3,1,6,2,14,13,13,18,3,2,3,5,7,9,7,0,8,1,15,0,4,6,1,11,13,18,3,9,6,3,0,0,248,0.021258267
005PAI01,0,0,0,14,0,80,0,0,0,0,120,0,0,15,0,0,0,84,42,18,0,0,14,0,0,0,0,0,0,0,0,0,0,24,20,10,0,441,0.037801998
005PAM02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0.000257156
005PAN08,269,320,224,171,381,126,60,147,245,277,177,257,223,146,113,180,210,217,273,272,45,228,242,425,139,258,310,92,282,178,278,136,119,284,39,218,0,7561,0.648119972
005PAN09,217,399,44,220,776,72,46,230,255,241,253,301,536,48,234,241,242,246,260,502,31,230,272,543,36,271,576,24,173,288,558,30,243,518,32,242,0,9430,0.80832844
005PAR08,4,8,12,29,3,0,0,1,8,18,18,27,6,0,2,3,4,4,3,6,0,10,1,6,18,1,6,0,3,3,6,0,18,32,0,1,0,261,0.022372611
005PHA08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,11,0.000942907
005PHE04,0,8,0,4,12,0,0,4,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,62,0.005314567
005PHE09,0,0,3,0,1,1,0,2,0,0,1,0,2,0,1,1,1,1,2,1,0,0,0,1,0,1,1,1,2,2,2,0,1,1,0,0,0,29,0.002485846
005PHE10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0.000342875
005PIL04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
005PIP04,194,391,51,208,749,53,10,139,194,228,253,225,497,0,173,202,156,164,206,412,3,151,183,320,30,178,390,12,137,172,353,33,168,448,3,172,0,7258,0.622147171
005PIT07,2,3,6,2,6,0,0,2,8,1,1,7,2,0,1,1,2,2,7,0,0,0,0,0,0,6,0,0,1,1,2,0,0,0,0,0,0,63,0.005400285
005PLA07,186,207,114,159,288,84,51,131,176,198,190,164,259,42,122,182,226,145,216,237,42,110,140,209,97,166,203,26,142,102,256,38,111,191,48,122,0,5380,0.461167233
005PLE01,3,0,2,4,1,0,4,5,0,1,5,3,0,0,1,0,1,1,3,0,0,1,1,4,0,1,0,0,1,4,6,1,2,0,2,2,0,59,0.00505741
005PLE04,4,8,0,3,6,0,0,2,2,1,15,1,2,0,1,5,0,0,0,0,0,1,1,1,4,0,0,0,0,0,0,12,0,4,0,0,0,73,0.006257474
005PLE06,93,38,26,34,63,27,1,18,15,50,26,25,38,9,15,13,27,12,31,31,2,18,41,28,2,14,36,1,19,53,91,0,73,22,1,12,0,1005,0.086147411
005POM02,1,1,0,1,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,23,0.001971533
005POS05,31,6,0,9,18,0,0,3,3,3,3,3,6,0,3,6,6,6,6,12,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0.011400603
005POT07,256,326,114,349,544,170,135,181,134,262,264,226,497,165,114,133,248,230,215,400,168,195,257,380,260,239,377,179,122,238,517,256,267,453,167,141,0,9179,0.786813017
005PRA07,3,8,3,14,21,0,0,7,14,7,28,5,9,0,3,4,7,11,5,14,0,5,12,10,3,15,23,0,21,4,19,4,10,12,0,4,0,305,0.026144239
005PRA08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0.000514313
005PRE28,475,305,371,410,523,157,129,257,423,336,309,528,583,33,200,286,331,395,535,457,227,176,452,565,185,437,752,11,226,607,526,160,396,396,122,277,0,12558,1.076456898
005PRE30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0.000171438
005PRI01,83,204,17,94,284,30,15,99,91,116,116,122,198,13,80,82,78,73,129,211,13,107,95,175,29,122,184,27,88,102,178,13,133,232,23,157,0,3813,0.326845848
005PRI11,0,12,0,0,0,6,10,6,14,8,16,24,20,24,22,12,16,12,18,40,50,30,26,34,8,44,54,12,26,30,18,38,44,36,12,30,0,752,0.06446055
005PRO27,2,4,0,29,3,0,0,1,1,2,2,3,6,0,3,3,3,3,4,24,0,3,3,6,0,5,10,0,19,3,4,0,2,4,0,2,0,154,0.013200698
005PRO29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
005PRO35,26,64,21,48,81,0,2,10,13,10,14,33,26,0,9,20,64,30,38,196,8,12,24,55,80,18,37,0,7,53,33,6,3,12,0,26,0,1079,0.092490603
005PRO39,13,28,2,20,24,0,0,7,7,6,9,23,75,1,11,10,14,18,27,53,2,12,16,29,20,21,21,0,15,14,19,4,13,21,0,10,0,565,0.048431131
005PRO41,97,348,1,119,305,44,26,114,165,211,141,240,264,73,121,168,257,214,213,271,98,203,118,234,126,214,226,3,162,84,334,22,102,298,0,306,0,5922,0.507626832
005PRO50,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.000257156
005PRO53,207,222,23,434,560,0,38,134,134,161,123,648,167,4,168,190,194,324,347,220,22,205,110,316,35,585,226,14,179,188,409,29,141,297,17,158,0,7229,0.619661325
005PUL04,4,11,2,4,29,0,2,5,3,4,4,6,15,0,7,9,4,6,6,14,0,10,6,10,0,2,6,0,2,2,4,0,2,7,0,0,0,186,0.0159437
005PUR05,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,24,0.002057252
005QTE01,11,18,10,12,16,0,2,0,21,19,5,29,25,0,5,6,2,2,2,4,1,3,5,7,39,5,14,0,3,43,10,0,24,77,2,18,0,440,0.037716279
005QUE02,4,7,0,11,32,0,0,2,2,5,2,31,6,0,3,3,3,19,9,10,0,6,2,4,0,32,8,0,4,4,8,0,4,8,0,4,0,233,0.019972484
005RAD02,2,0,0,0,0,0,0,2,2,2,2,2,4,0,2,2,4,2,2,4,0,0,2,4,0,2,2,0,0,0,0,0,0,0,0,4,0,46,0.003943066
005RAK01,8,7,1,4,14,0,0,1,1,1,1,2,5,1,2,3,3,8,2,2,0,2,2,2,0,2,2,0,1,2,2,1,3,3,0,1,0,89,0.007628975
005RAS01,198,354,38,102,535,75,94,231,146,228,240,165,384,40,188,135,169,172,187,336,47,212,238,511,77,205,596,66,156,175,320,69,130,317,104,45,0,7285,0.624461579
005REB04,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.000600032
005REC04,8,12,4,8,24,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,80,0.006857505
005REG02,47,126,64,34,148,30,25,36,62,99,86,87,114,40,39,93,108,131,63,124,46,59,107,202,48,106,85,2,74,89,133,0,62,90,18,26,0,2703,0.231697961
005REM08,0,1,0,0,0,0,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,17,0.00145722
005REM09,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.000514313
005REP05,32,25,134,18,95,18,0,52,153,48,31,27,134,0,58,98,52,43,181,135,18,25,28,91,62,38,74,0,25,17,52,0,16,64,3,92,0,1939,0.166208785
005REQ01,10,4,0,2,14,0,0,0,0,0,11,4,8,30,3,3,5,5,32,33,1,2,8,0,0,0,0,0,4,5,4,0,5,50,0,0,0,243,0.020829672
005REQ03,1,2,0,1,3,0,0,1,1,1,1,1,2,0,1,2,8,1,1,2,0,1,1,2,0,1,2,0,1,0,0,0,0,0,0,0,0,37,0.003171596
005REQ04,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,28,0.002400127
005REV03,30,57,5,33,109,0,5,31,38,108,48,21,45,0,42,18,26,33,32,133,2,25,42,51,48,33,50,15,27,14,44,0,39,102,1,14,0,1321,0.113234557
005REV05,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.001285782
005REX01,32,30,1,51,111,0,0,26,17,21,18,93,29,0,12,26,21,48,61,21,1,22,18,32,4,93,16,0,11,18,23,0,22,22,2,13,0,915,0.078432717
005REX02,6,6,0,3,11,0,0,4,5,26,7,28,13,1,6,6,20,5,15,8,3,29,18,7,0,16,3,0,3,3,20,2,5,125,2,4,0,410,0.035144715
005RHI01,6,20,0,6,18,0,0,0,0,0,42,0,0,0,0,6,4,19,1,2,52,7,8,15,4,10,23,0,1,50,22,1,27,16,0,6,0,366,0.031373087
005RHO01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.57188E-05
005RIF08,1,3,0,0,6,0,0,2,2,2,2,2,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0.003257315
005RIL01,0,4,0,2,6,0,0,2,2,2,2,2,0,0,0,0,1,0,31,4,0,2,2,4,0,2,4,0,42,0,0,0,0,0,0,1,0,115,0.009857664
005RIN08,85,86,45,71,158,50,17,96,72,74,96,88,95,19,92,93,94,88,120,130,21,102,89,104,20,155,83,20,92,88,128,10,82,96,18,104,0,2881,0.246955911
005RIN11,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,14,0,0,0,0,0,0,0,0,0,0,0,28,0.002400127
005RIN12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29,0,0,28,0,0,0,0,0,0,0,0,0,0,0,58,0.004971691
005RIS01,32,11,0,77,53,5,0,10,12,13,14,116,19,0,11,10,16,38,69,38,1,25,11,20,0,119,27,1,15,16,62,0,16,22,0,13,0,892,0.076461184
005RIS02,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2,0,0,0,0,11,0.000942907
005RIS06,0,2,1,1,0,0,0,1,1,1,1,1,2,0,1,7,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,24,0.002057252
005RIT01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0.00360019
005RIV01,146,150,9,184,437,5,4,97,114,82,123,414,152,1,139,97,108,329,246,150,160,171,140,187,29,413,193,0,127,124,205,18,108,191,24,121,0,5198,0.445566409
005RIV03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.57188E-05
005RIZ01,0,0,0,0,0,1,1,0,0,1,0,0,8,0,0,8,0,0,2,0,0,1,1,2,0,0,2,1,0,0,0,0,0,6,0,0,0,34,0.00291444
005ROL02,2,6,5,9,2,3,2,8,6,3,13,9,1,10,9,10,18,15,9,6,5,10,6,16,6,15,12,24,10,26,18,18,21,21,16,13,0,383,0.032830307
005ROM03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0.000257156
005ROS03,164,135,96,92,268,38,45,150,223,198,115,149,245,33,142,217,169,143,172,189,48,95,120,267,94,87,148,31,153,145,191,46,148,277,13,96,0,4942,0.423622391
005ROS04,43,98,101,125,349,45,96,59,117,256,156,396,208,45,102,217,152,220,171,215,51,222,134,183,176,155,189,66,218,177,299,112,146,259,173,133,0,5864,0.50265514
005ROT03,17,5,1,4,15,3,0,11,5,3,8,4,7,0,4,5,10,4,11,5,28,2,2,6,0,5,8,0,3,9,8,0,4,16,1,7,0,221,0.018943858
005ROT04,1,2,1,3,9,7,21,1,0,1,2,2,4,0,2,2,3,20,29,2,0,2,8,2,0,23,4,0,2,2,5,6,14,2,0,1,0,183,0.015686543
005ROW01,34,58,0,35,51,0,1,7,8,15,12,59,25,14,6,3,27,7,6,27,0,4,8,22,1,29,6,0,2,33,6,5,6,27,0,1,0,545,0.046716755
005ROZ03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
005RYB01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,2,0,1,0,8,0.000685751
005RYB03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
005RYB04,2,0,8,4,0,0,0,8,0,3,3,1,0,1,5,0,0,0,0,0,0,0,5,0,0,6,0,0,1,10,0,0,3,0,0,11,0,71,0.006086036
005RYD01,6,12,0,6,18,0,0,6,32,4,4,2,2,0,1,1,1,1,1,2,0,7,25,8,0,4,8,0,4,4,8,0,4,6,0,0,0,177,0.015172231
005RYT03,13,41,22,69,45,0,18,15,33,23,14,66,23,0,10,12,12,10,11,24,13,12,9,32,29,11,22,0,10,64,22,28,11,19,0,9,0,752,0.06446055
005SAB04,28,36,13,22,85,6,0,25,43,31,36,29,59,7,27,22,27,17,16,34,0,26,34,75,7,40,66,0,15,30,62,7,44,89,3,37,0,1098,0.094119261
005SAI03,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,50,0.004285941
005SAL05,0,42,0,0,0,6,0,7,6,6,6,6,59,0,3,61,1,1,1,8,28,1,1,1,1,1,2,3,4,4,8,0,4,4,0,2,0,277,0.023744112
005SAL09,2,4,0,30,6,0,0,2,2,2,8,212,4,0,2,2,2,2,2,20,0,3,6,12,60,3,6,0,4,3,6,0,3,169,0,7,0,584,0.050059789
005SAM01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.57188E-05
005SAN01,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5,0.000428594
005SAN02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,6,0.000514313
005SAN07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0.000171438
005SAP01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0.000171438
005SCE02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,120,0,240,0.020572516
005SCE03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8.57188E-05
005SCR01,41,163,35,12,133,109,12,44,74,13,30,25,108,1,77,39,16,44,45,50,3,130,22,123,38,62,172,1,130,42,130,0,97,166,28,55,0,2270,0.194581714
005SEB01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
005SEC03,0,1,1,0,0,1,2,2,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,13,0.001114345
005SEM01,9,63,0,18,81,38,0,8,11,15,51,34,18,0,10,10,10,46,17,22,0,9,7,18,14,21,17,0,13,23,86,0,7,60,1,26,0,763,0.065403457
